" 
Nome",NIF,Tipo Entidade,Escalão Dívida
PLAINUMBER UNIPESSOAL LDA,510082343,Pessoa Coletiva,10000 a 50000
"PURA EVASÃO - CONSTRUÇÃO CIVIL, UNIPESSOAL LDA",510082475,Pessoa Coletiva,10000 a 50000
"FREELANGUAGE, LDA",510082750,Pessoa Coletiva,10000 a 50000
PADRÃO JANOTA UNIPESSOAL LDA,510083102,Pessoa Coletiva,10000 a 50000
"TERMOWORKS - MANUTENÇÃO INDUSTRIAL, LDA",510083404,Pessoa Coletiva,10000 a 50000
STATUSESBOÇO LDA,510083447,Pessoa Coletiva,10000 a 50000
"RUBEN MANUEL COSTA, UNIPESSOAL LDA",510083633,Pessoa Coletiva,10000 a 50000
"PONCHBRASS, LDA",510085261,Pessoa Coletiva,10000 a 50000
"C.R.F. PARTNERS EXPERT REGISTRED AUDITORS, LDA",510085628,Pessoa Coletiva,10000 a 50000
"VÍTOR MANUEL GOMES, UNIPESSOAL LDA",510087272,Pessoa Coletiva,10000 a 50000
"RMFM BUSINESS - REPRESENTAÇÃO DE MARCAS, IMPORTAÇÃO E EXPORTAÇÃO, UNIPESSOAL LDA",510087582,Pessoa Coletiva,10000 a 50000
"IVO SANTOS ROCHA, UNIPESSOAL LDA",510087647,Pessoa Coletiva,10000 a 50000
OKUPÁMENTE - EDITORA LDA,510088481,Pessoa Coletiva,10000 a 50000
"ADRIANA LEMOS, UNIPESSOAL LDA",510089283,Pessoa Coletiva,10000 a 50000
"HAPPY DINER BARS, LDA",510089348,Pessoa Coletiva,10000 a 50000
"TARTARUGA AVENTUREIRA, UNIPESSOAL LDA",510090133,Pessoa Coletiva,10000 a 50000
"TRIUNFO D' EMOÇOES, UNIPESSOAL LDA",510092543,Pessoa Coletiva,10000 a 50000
"LAURENTINO LOPES, UNIPESSOAL LDA",510093019,Pessoa Coletiva,10000 a 50000
"SÓLENHAS, UNIPESSOAL LDA",510093051,Pessoa Coletiva,10000 a 50000
"COZINHA DE BABETTE, LDA",510094627,Pessoa Coletiva,10000 a 50000
"REI & REI - RECICLAGEM DE METAIS, LDA",510095380,Pessoa Coletiva,10000 a 50000
TODA FOLHA - PRODUTOS DE HIGIENE E LIMPEZA LDA,510095658,Pessoa Coletiva,10000 a 50000
EXPOENTE D'ELEGÂNCIA LDA,510096794,Pessoa Coletiva,10000 a 50000
"ANTÓNIO ILÍDIO MARTINS GODINHO, UNIPESSOAL LDA",510097375,Pessoa Coletiva,10000 a 50000
"DISTINTNAILS - SPA NAILS, UNIPESSOAL LDA",510097499,Pessoa Coletiva,10000 a 50000
"MAGNALETRA-GESTÃO DE EMPREENDIMENTOS TURISTICOS, UNIPESSOAL, LDA",510097847,Pessoa Coletiva,10000 a 50000
MALIÁVELART UNIPESSOAL LDA,510097944,Pessoa Coletiva,10000 a 50000
"MARCO FILIPE & MARIA COSTA, LDA.",510099696,Pessoa Coletiva,10000 a 50000
"JOAQUIM RIBEIRO PEREIRA, UNIPESSOAL LDA",510101844,Pessoa Coletiva,10000 a 50000
FLOCOS DE TERNURA - LDA,510102433,Pessoa Coletiva,10000 a 50000
MESTRANZOL CONSTRUÇÕES LDA,510103367,Pessoa Coletiva,10000 a 50000
DIVA DOS NÚMEROS LDA,510107087,Pessoa Coletiva,10000 a 50000
ORLA D'ÊXITO - COMÉRCIO DE ARTIGOS PARA O LAR LDA,510108237,Pessoa Coletiva,10000 a 50000
DOTES FANTÁSTICOS LDA,510108946,Pessoa Coletiva,10000 a 50000
INEDITWAVE - VIAGENS E TURISMO UNIPESSOAL LDA,510109446,Pessoa Coletiva,10000 a 50000
"JOÃO LUIS SANTOS - SOCIEDADE UNIPESSOAL, LDA",510109608,Pessoa Coletiva,10000 a 50000
"TILACICA INVEST, LDA",510110061,Pessoa Coletiva,10000 a 50000
TRIUNFOTRIBAL - TRANSPORTES LDA,510110258,Pessoa Coletiva,10000 a 50000
CHARMERIBALTA - UNIPESSOAL LDA,510110720,Pessoa Coletiva,10000 a 50000
"LABIRINTO POSITIVO, LDA",510113621,Pessoa Coletiva,10000 a 50000
JANOTA & SENSATO - FABRICO DE MOBILIÁRIO UNIPESSOAL LDA,510113664,Pessoa Coletiva,10000 a 50000
"GAIVOTA LIVRE - PRODUTOS ALIMENTARES, UNIPESSOAL LDA - EM LIQUIDAÇÃO",510113940,Pessoa Coletiva,10000 a 50000
TRIUNFANGULAR TRANSPORTES UNIPESSOAL LDA,510114121,Pessoa Coletiva,10000 a 50000
"MERÇEPEÇAS, LDA",510115268,Pessoa Coletiva,10000 a 50000
RADIANTOFERTA - UNIPESSOAL LDA,510116086,Pessoa Coletiva,10000 a 50000
"LAURINDO MEDEIROS, UNIPESSOAL LDA",510117260,Pessoa Coletiva,10000 a 50000
"MASTERPLAYER - GESTÃO DE ATIVOS IMOBILIÁRIOS, S.A.",510117384,Pessoa Coletiva,10000 a 50000
"VEIA DINÂMICA, UNIPESSOAL LDA",510118496,Pessoa Coletiva,10000 a 50000
DÉCADA MÁGICA CONSTRUÇÃO CIVIL LDA,510118585,Pessoa Coletiva,10000 a 50000
"CARLA MARIA PEREIRA DOS SANTOS - CONFECÇÃO DE GÁSPEAS, UNIPESSOAL LIMITADA",510119107,Pessoa Coletiva,10000 a 50000
ROMANGOTIC - GRANITOS UNIPESSOAL LDA,510119506,Pessoa Coletiva,10000 a 50000
"ROYAL BLUE EQUI, LDA -EM LIQUIDAÇÃO",510120490,Pessoa Coletiva,10000 a 50000
DOBRAR & GANHAR UNIPESSOAL LDA,510121349,Pessoa Coletiva,10000 a 50000
"AUTO BRUNO SILVA, SOCIEDADE UNIPESSOAL LDA",510121853,Pessoa Coletiva,10000 a 50000
"DECORPLUS - ARQUITECTURA & DESIGN, LDA",510123775,Pessoa Coletiva,10000 a 50000
"ESCOLTAFAMA - CONSTRUÇÕES, UNIPESSOAL LDA",510123988,Pessoa Coletiva,10000 a 50000
"ESQUEÇOPAPEL, LDA",510124739,Pessoa Coletiva,10000 a 50000
"VALORSI - TECNOLOGIAS DE INFORMAÇÃO, UNIPESSOAL LDA",510127142,Pessoa Coletiva,10000 a 50000
"PEDRO JOSÉ MOREIRA, UNIPESSOAL LDA",510128025,Pessoa Coletiva,10000 a 50000
BRAVAVONTADE - CONFECÇÃO UNIPESSOAL LDA,510128505,Pessoa Coletiva,10000 a 50000
"FESTYTALENTO - PRESTAÇÃO DE SERVIÇOS LDA, EM LIQUIDAÇÃO",510129072,Pessoa Coletiva,10000 a 50000
DOCAFISH LDA,510129684,Pessoa Coletiva,10000 a 50000
"MILTAN RAJU & SUSHIL SARKAR, LDA",510129790,Pessoa Coletiva,10000 a 50000
"FOODSYSTEMS, LDA",510130542,Pessoa Coletiva,10000 a 50000
SELECTANSWER - LDA,510130763,Pessoa Coletiva,10000 a 50000
"URIMARE GONÇALVES, LDA",510131700,Pessoa Coletiva,10000 a 50000
ÊXITODESPERTA -TRANSPORTES LDA,510132235,Pessoa Coletiva,10000 a 50000
"TERRA ARDENTE, S.A.",510134092,Pessoa Coletiva,10000 a 50000
ALPENDRE DO SONHO - UNIPESSOAL LDA,510134335,Pessoa Coletiva,10000 a 50000
"RESTAURANTE ALENTEJANO DE MIGUEL GAMEIRO, UNIPESSOAL LDA",510135161,Pessoa Coletiva,10000 a 50000
INTERSEÇÃO D`AROMAS UNIPESSOAL LDA,510135390,Pessoa Coletiva,10000 a 50000
"EDUARDO OLIVEIRA COSTA, LDA",510135749,Pessoa Coletiva,10000 a 50000
VOGASCRIPT - LDA,510135978,Pessoa Coletiva,10000 a 50000
"SINGULARISADVISORS, LDA",510136087,Pessoa Coletiva,10000 a 50000
"F.J.L. FERREIRA AUTO, UNIPESSOAL LDA",510137288,Pessoa Coletiva,10000 a 50000
"SÍTIO DO BACALHAU, LDA",510138071,Pessoa Coletiva,10000 a 50000
"JORGE SILVA & TERESA SANTOS - RESTAURANTE CHURRASQUEIRA, LDA",510138284,Pessoa Coletiva,10000 a 50000
"RPMC - CANALIZAÇÕES, UNIPESSOAL LDA",510138586,Pessoa Coletiva,10000 a 50000
"CARLA DUARTE - OPERADOR DE VENDING, UNIPESSOAL LDA",510139663,Pessoa Coletiva,10000 a 50000
ORIENT SURPRISES DECORAÇÕES UNIPESSOAL LDA,510139949,Pessoa Coletiva,10000 a 50000
PINKÓMAGENTA UNIPESSOAL LDA,510140505,Pessoa Coletiva,10000 a 50000
COOL PRIMUS SERVICE LDA,510141790,Pessoa Coletiva,10000 a 50000
"MIA - PRODUÇÃO E GESTÃO DE EVENTOS, LDA",510141889,Pessoa Coletiva,10000 a 50000
"SALEBOX, UNIPESSOAL LDA",510141951,Pessoa Coletiva,10000 a 50000
ACESSOBÓNUS CONTABILIDADE E SERVIÇOS UNIPESSOAL LDA,510142150,Pessoa Coletiva,10000 a 50000
"SÓNIA ADÃO, UNIPESSOAL LDA",510143490,Pessoa Coletiva,10000 a 50000
TALENTÁSTICO - TEXTIL LDA,510143873,Pessoa Coletiva,10000 a 50000
TENDÊNCIOCASIÃO - MOBILIÁRIO UNIPESSOAL LDA,510144500,Pessoa Coletiva,10000 a 50000
"AMÉRICOANDAIMES, UNIPESSOAL LDA",510145418,Pessoa Coletiva,10000 a 50000
GEOMETRÍNDICE - CONSTRUÇÃO CIVIL UNIPESSOAL LDA,510145973,Pessoa Coletiva,10000 a 50000
APURAR OS SONHOS - UNIPESSOAL LDA,510146007,Pessoa Coletiva,10000 a 50000
"GANHOS & GASTOS - CONTABILIDADE, CONSULTORIA E APOIO À GESTÃO, LDA",510146260,Pessoa Coletiva,10000 a 50000
"FRANCISCO JOSÉ FREIRE - CONSTRUÇÃO E REPARAÇÃO DE EDIFÍCIOS, UNIPESSOAL LDA",510146325,Pessoa Coletiva,10000 a 50000
"GZPNEUS - COMÉRCIO DE JANTES E PNEUS, UNIPESSOAL LDA",510146686,Pessoa Coletiva,10000 a 50000
"DOBRA & DESDOBRA, UNIPESSOAL LDA",510148611,Pessoa Coletiva,10000 a 50000
RAINBOWROAD LDA,510149642,Pessoa Coletiva,10000 a 50000
"TOWNFOREVER - MEDIAÇÃO IMOBILIÁRIA, UNIPESSOAL LDA",510151710,Pessoa Coletiva,10000 a 50000
"MARCO CAMPOS SILVA - CONFECÇÕES, UNIPESSOAL LIMITADA",510154646,Pessoa Coletiva,10000 a 50000
"PAULO PINTO - SOCIEDADE DE MEDIAÇÃO DE SEGUROS, UNIPESSOAL LDA",510154816,Pessoa Coletiva,10000 a 50000
"DOCESSEMANA, UNIPESSOAL LDA",510155200,Pessoa Coletiva,10000 a 50000
MUNDO TOLERANTE - LAVAGEM DE AUTOMÓVEIS LDA,510156223,Pessoa Coletiva,10000 a 50000
"METRÓPOLE PERFEITA, UNIPESSOAL LDA",510156770,Pessoa Coletiva,10000 a 50000
"GESEIPRIME, UNIPESSOAL LDA",510157017,Pessoa Coletiva,10000 a 50000
"ZULMIRA PAIVA - CONFECÇÕES, UNIPESSOAL LIMITADA",510158218,Pessoa Coletiva,10000 a 50000
VETORPARALELO UNIPESSOAL LDA,510158315,Pessoa Coletiva,10000 a 50000
MERIDIANO DE SABORES LDA,510158382,Pessoa Coletiva,10000 a 50000
"VERA SOFIA RIBEIRO, UNIPESSOAL LDA",510159265,Pessoa Coletiva,10000 a 50000
"MARTA FERNANDES RIBEIRO, UNIPESSOAL LDA",510159338,Pessoa Coletiva,10000 a 50000
"CARPA - CARTONAGEM, UNIPESSOAL LDA",510161030,Pessoa Coletiva,10000 a 50000
TURTLEJUMP - UNIPESSOAL LDA,510161049,Pessoa Coletiva,10000 a 50000
"INTERVALOS & CONJUNTOS - ACTIVIDADES HOTELEIRAS, UNIPESSOAL, LDA",510161375,Pessoa Coletiva,10000 a 50000
"CONTISOURCING BUSINESS & OUTSOURCING, LDA",510162568,Pessoa Coletiva,10000 a 50000
"EXTRAWORK - SOLUÇÕES DE TRABALHO, LDA",510162711,Pessoa Coletiva,10000 a 50000
VINTAGEPOWER - CORTIÇAS UNIPESSOAL LDA,510163114,Pessoa Coletiva,10000 a 50000
CONQUISTA SORRISOS - UNIPESSOAL LDA,510163475,Pessoa Coletiva,10000 a 50000
"SOFIA SILVA MOREIRA, LDA",510163661,Pessoa Coletiva,10000 a 50000
RIBALTRESULT - LDA,510164226,Pessoa Coletiva,10000 a 50000
"WILDBEACH, UNIPESSOAL LDA",510164846,Pessoa Coletiva,10000 a 50000
VETTRAMOTORSPORT LDA,510165770,Pessoa Coletiva,10000 a 50000
"TIAGO LEAL, UNIPESSOAL LDA",510165940,Pessoa Coletiva,10000 a 50000
A.M.SILVA FERREIRA - SOCIEDADE UNIPESSOAL LDA,510166610,Pessoa Coletiva,10000 a 50000
"PUBLIMICA, UNIPESSOAL LDA",510169635,Pessoa Coletiva,10000 a 50000
"SENTIRACIONAL - CUIDADOS DE SAÚDE, LDA - EM LIQUIDAÇÃO",510170900,Pessoa Coletiva,10000 a 50000
DINÂMICAPURA - CONSTRUÇÕES LDA,510172946,Pessoa Coletiva,10000 a 50000
SEARCHLEVEL - LDA,510172962,Pessoa Coletiva,10000 a 50000
"ÁLVARO PAULO LEITE, UNIPESSOAL LDA",510174310,Pessoa Coletiva,10000 a 50000
"BOLIWINEREST, UNIPESSOAL LDA",510174400,Pessoa Coletiva,10000 a 50000
"ABILIO OLIVEIRA SOUSA, UNIPESSOAL LDA",510176003,Pessoa Coletiva,10000 a 50000
"T.A.M.V. - COMÉRCIO, DISTRIBUIÇÃO E REPRESENTAÇÕES, UNIPESSOAL LDA",510176585,Pessoa Coletiva,10000 a 50000
VALGUS LDA,510177255,Pessoa Coletiva,10000 a 50000
NEXT OPEN MARKET - CONSULTORES LDA,510177522,Pessoa Coletiva,10000 a 50000
"GUERREIRO & LEITE, LDA",510178456,Pessoa Coletiva,10000 a 50000
SEGMENTOPÓDIO - REPARAÇÕES AUTO UNIPESSOAL LDA,510179320,Pessoa Coletiva,10000 a 50000
"BUILD ENTEK - ENGENHARIA, CONSTRUÇÃO & IMOBILIÁRIA, UNIPESSOAL, LDA",510179703,Pessoa Coletiva,10000 a 50000
"SÉRGIO & ANDREINA, LDA",510180302,Pessoa Coletiva,10000 a 50000
"CAROLINA DE ANDRADE, UNIPESSOAL LDA",510180493,Pessoa Coletiva,10000 a 50000
"UMI CONSTRUÇÕES METÁLICAS, UNIPESSOAL LDA",510181406,Pessoa Coletiva,10000 a 50000
"COLÉGIO DOS MORGADINHOS, LDA",510181546,Pessoa Coletiva,10000 a 50000
JUNGLESQUARE UNIPESSOAL LDA,510182100,Pessoa Coletiva,10000 a 50000
"SOLDADO PARDAL, LDA",510183263,Pessoa Coletiva,10000 a 50000
GTE - GRANITOS UNIPESSOAL LDA,510185657,Pessoa Coletiva,10000 a 50000
"ALQUEIRE PITORESCO - COMÉRCIO DE PRODUTOS AGRO-PECUÁRIOS, UNIPESSOAL LDA",510186564,Pessoa Coletiva,10000 a 50000
"RITMO & MOVIMENTO TRANSPORTES, UNIPESSOAL LDA",510186670,Pessoa Coletiva,10000 a 50000
"LOURIREFUGIO II - CASA DE REPOUSO, LDA",510186777,Pessoa Coletiva,10000 a 50000
ILUSTREMÉRITO - CONSTRUÇÕES UNIPESSOAL LDA,510186815,Pessoa Coletiva,10000 a 50000
"CASA DE REPOUSO MARGARIDA, LDA",510187498,Pessoa Coletiva,10000 a 50000
JOSÉ CARLOS MORAIS UNIPESSOAL LDA,510187595,Pessoa Coletiva,10000 a 50000
"S.W.ALGARVE - SERVIÇOS, ADMINISTRAÇÃO E MANUTENÇÃO, UNIPESSOAL LDA",510188389,Pessoa Coletiva,10000 a 50000
"ROTIFRESH, UNIPESSOAL LIMITADA",510189466,Pessoa Coletiva,10000 a 50000
COTTONANGEL UNIPESSOAL LDA,510190200,Pessoa Coletiva,10000 a 50000
VONTADE CASEIRA - CONSTRUÇÕES UNIPESSOAL LDA,510190243,Pessoa Coletiva,10000 a 50000
SOUNDANUMBER UNIPESSOAL LDA,510191363,Pessoa Coletiva,10000 a 50000
ENSEADA DE CORES UNIPESSOAL LDA,510191517,Pessoa Coletiva,10000 a 50000
OLHÁTENTAÇÃO - UNIPESSOAL LDA,510191630,Pessoa Coletiva,10000 a 50000
"ARTUR JORGE CARVALHO, UNIPESSOAL LDA",510192300,Pessoa Coletiva,10000 a 50000
"SÉRGIO & GONÇALO - CONSTRUÇÕES, LDA",510193536,Pessoa Coletiva,10000 a 50000
P.M.S.T. UNIPESSOAL LDA,510193617,Pessoa Coletiva,10000 a 50000
"CASA VICENTE, LDA",510193927,Pessoa Coletiva,10000 a 50000
"RICARDO JORGE DE BRITO MACHADO, UNIPESSOAL LIMITADA",510194133,Pessoa Coletiva,10000 a 50000
BRILHARIGOR - CALÇADO UNIPESSOAL LDA,510194850,Pessoa Coletiva,10000 a 50000
"EXCELENTE VANTAGEM - CONSTRUÇÕES, UNIPESSOAL, LDA",510195075,Pessoa Coletiva,10000 a 50000
JOSE & BRUNA BORGES- CAFÉ SNACK BAR LDA - EM LIQUIDAÇÃO,510195229,Pessoa Coletiva,10000 a 50000
"PATRÍCIA & CATARINA, LDA",510196799,Pessoa Coletiva,10000 a 50000
"VERMELHWATT - INSTALAÇÕES TÉCNICAS ESPECIAIS, UNIPESSOAL LDA",510198430,Pessoa Coletiva,10000 a 50000
ESQUADRIA PIONEIRA CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS UNIPESSOAL LDA,510200214,Pessoa Coletiva,10000 a 50000
"DUO SOLUÇÕES - ARQUITETURA, SEGURANÇA E CONSULTORIA, UNIPESSOAL LIMITADA",510200990,Pessoa Coletiva,10000 a 50000
"RETIRO DA PAZ, LDA",510201890,Pessoa Coletiva,10000 a 50000
RASGO DE VONTADE LDA,510203736,Pessoa Coletiva,10000 a 50000
"FILTERWIN, UNIPESSOAL, LDA",510204023,Pessoa Coletiva,10000 a 50000
"ALIVE - COMUNICAÇÃO E MEIOS, UNIPESSOAL LDA",510204163,Pessoa Coletiva,10000 a 50000
"MARTA ERIS, UNIPESSOAL LDA",510204821,Pessoa Coletiva,10000 a 50000
"TRINDADE & CRUZ - PROJECTOS E CONSTRUÇÃO, LDA",510205194,Pessoa Coletiva,10000 a 50000
"JP DOCQ, OPERATIONS, UNIPESSOAL LDA",510206352,Pessoa Coletiva,10000 a 50000
"AGROCEREAIS - COMÉRCIO DE PRODUTOS AGRÍCOLAS, UNIPESSOAL LDA",510206786,Pessoa Coletiva,10000 a 50000
"PINK SLICE - MEDIAÇÃO IMOBILIÁRIA, UNIPESSOAL LDA",510207073,Pessoa Coletiva,10000 a 50000
"CABAZDELUZ COMÉRCIO DE CARNES, LDA",510207120,Pessoa Coletiva,10000 a 50000
"MASCARENHAS, AMORES & ASSOCIADOS, ADVOGADOS, SOCIEDADE DE PROFISSIONAIS, RL",510208711,Pessoa Coletiva,10000 a 50000
NUMERQUIMERA LDA,510209602,Pessoa Coletiva,10000 a 50000
TYKARA SUSHI LDA,510209785,Pessoa Coletiva,10000 a 50000
"PATAMAR ELEGANTE - CONSTRUÇÃO CIVIL, LDA",510210961,Pessoa Coletiva,10000 a 50000
META MÁGICA UNIPESSOAL LDA,510211941,Pessoa Coletiva,10000 a 50000
ATREVIDOÁSIS - UNIPESSOAL LDA,510212360,Pessoa Coletiva,10000 a 50000
"ASSURLOG - MEDIAÇÃO IMOBILIÁRIA, UNIPESSOAL LDA",510214100,Pessoa Coletiva,10000 a 50000
BAINHAS SEM LIMITES - CONFECÇÃO LDA,510214134,Pessoa Coletiva,10000 a 50000
"OPTIPROXIMUS, LDA",510214487,Pessoa Coletiva,10000 a 50000
"BLC TEXTIL, UNIPESSOAL LDA",510217990,Pessoa Coletiva,10000 a 50000
VIRTUALPINK UNIPESSOAL LDA,510218385,Pessoa Coletiva,10000 a 50000
ADRENALINSTAFF UNIPESSOAL LDA,510218512,Pessoa Coletiva,10000 a 50000
RACKSPOT LDA,510218750,Pessoa Coletiva,10000 a 50000
"FUTUREBUILD - CONSTRUÇÃO E REABILITAÇÃO, S. A.",510219080,Pessoa Coletiva,10000 a 50000
FAVORITÓMANIA UNIPESSOAL LDA,510219306,Pessoa Coletiva,10000 a 50000
TEMPEROS DE PERDIÇÃO LDA,510219470,Pessoa Coletiva,10000 a 50000
"TRANSPORTES RUMO CERTO, UNIPESSOAL LDA",510220568,Pessoa Coletiva,10000 a 50000
"CAREDOME PATIENT SUPPORT AND HEALTHCARE SOLUTIONS PORTUGAL, LDA",510220797,Pessoa Coletiva,10000 a 50000
DOCEPREÇO LDA,510221360,Pessoa Coletiva,10000 a 50000
"FERNANDA FONSECA, UNIPESSOAL LDA",510222170,Pessoa Coletiva,10000 a 50000
ESSÊNCIALERTA - S.A.,510224148,Pessoa Coletiva,10000 a 50000
"REGINA SILVA, UNIPESSOAL LIMITADA",510227210,Pessoa Coletiva,10000 a 50000
"AGROPINKTEC, LDA",510228402,Pessoa Coletiva,10000 a 50000
TREVO TROPICAL - UNIPESSOAL LDA,510230148,Pessoa Coletiva,10000 a 50000
SURPRESAVELOZ AUTO E MÓVEIS UNIPESSOAL LDA,510231780,Pessoa Coletiva,10000 a 50000
DA GAMA 1969 - UNIPESSOAL LDA,510232345,Pessoa Coletiva,10000 a 50000
"PRISMACRESCENTE, UNIPESSOAL LDA",510233929,Pessoa Coletiva,10000 a 50000
"ELEGANTÊXITO, UNIPESSOAL LDA - EM LIQUIDAÇÃO",510233937,Pessoa Coletiva,10000 a 50000
CALCULFUSION -CONSTRUÇÕES UNIPESSOAL LDA,510234461,Pessoa Coletiva,10000 a 50000
"UB CLEAN, UNIPESSOAL LDA",510235611,Pessoa Coletiva,10000 a 50000
"ELENA GONTA, UNIPESSOAL LDA",510235620,Pessoa Coletiva,10000 a 50000
"MARIA CLARA ISABEL, UNIPESSOAL LDA",510235670,Pessoa Coletiva,10000 a 50000
"NATURPEPA, LDA",510235700,Pessoa Coletiva,10000 a 50000
SHAPEDMIND UNIPESSOAL LDA,510235883,Pessoa Coletiva,10000 a 50000
"ANGELA ALVES FERREIRA, UNIPESSOAL LDA",510236510,Pessoa Coletiva,10000 a 50000
"NELSON TEIXEIRA MONTEIRO - COMÉRCIO, REPARAÇÃO E ALUGUER DE VEÍCULOS AUTOMÓVEIS, UNIPESSOAL LDA",510239455,Pessoa Coletiva,10000 a 50000
"PUROS SENTIDOS, UNIPESSOAL LDA",510239471,Pessoa Coletiva,10000 a 50000
ANTÓNIO & LUIS CANÁRIO - CONSTRUÇÕES LDA,510239706,Pessoa Coletiva,10000 a 50000
"CEREJAS CATARINO - COMÉRCIO ALIMENTAR, LDA",510242111,Pessoa Coletiva,10000 a 50000
RENDCONFEX - UNIPESSOAL LDA,510243169,Pessoa Coletiva,10000 a 50000
"FREDERICO OLIVEIRA, UNIPESSOAL LDA",510243207,Pessoa Coletiva,10000 a 50000
DIAGONAL TEXTIL LDA,510243673,Pessoa Coletiva,10000 a 50000
ESTREITAMIZADE LDA,510245013,Pessoa Coletiva,10000 a 50000
"GREENPEAS, UNIPESSOAL LDA",510245188,Pessoa Coletiva,10000 a 50000
DESPERTACIFRA - LDA,510245315,Pessoa Coletiva,10000 a 50000
"CRAZYSUCCESS, UNIPESSOAL LDA",510245846,Pessoa Coletiva,10000 a 50000
"CALCEMUNDO, UNIPESSOAL LDA",510245919,Pessoa Coletiva,10000 a 50000
"M LUÍS - TELEMÓVEIS E NEGÓCIOS, UNIPESSOAL LDA",510246397,Pessoa Coletiva,10000 a 50000
"AUTENTICODISSEIA - RESTAURAÇÃO E BEBIDAS, LDA",510248756,Pessoa Coletiva,10000 a 50000
TERRARELEVO LDA,510248969,Pessoa Coletiva,10000 a 50000
FLASHZENITH UNIPESSOAL LDA,510251102,Pessoa Coletiva,10000 a 50000
"CONCRETEFICAZ, LDA",510251110,Pessoa Coletiva,10000 a 50000
"FORGOTTENSTEPS, UNIPESSOAL LDA",510251293,Pessoa Coletiva,10000 a 50000
"JULICOOL, UNIPESSOAL LDA",510252656,Pessoa Coletiva,10000 a 50000
"ANA SANTOS MOREIRA, UNIPESSOAL LDA",510254314,Pessoa Coletiva,10000 a 50000
"UMBIGO DO MUNDO SABORES, SOCIEDADE UNIPESSOAL LDA",510254403,Pessoa Coletiva,10000 a 50000
"ESUDA - CONSTRUÇÃO E EMPREENDIMENTOS, UNIPESSOAL LDA",510254594,Pessoa Coletiva,10000 a 50000
"DICATA - INDÚSTRIA DE CALÇADO, LDA",510255116,Pessoa Coletiva,10000 a 50000
"O ASSADOR DA ZI - RESTAURAÇÃO E CATERING, LDA",510256139,Pessoa Coletiva,10000 a 50000
MERITESSÊNCIA UNIPESSOAL LDA,510256279,Pessoa Coletiva,10000 a 50000
"TDTEXTIL, LDA.",510257216,Pessoa Coletiva,10000 a 50000
TURQUESORIGINAL - UNIPESSOAL LDA,510257950,Pessoa Coletiva,10000 a 50000
"NLIFT - TECNOLOGIA E ELEVADORES, LDA",510258662,Pessoa Coletiva,10000 a 50000
"PER SE - SOCIEDADE NACIONAL DE REPRESENTAÇÕES, LDA",510258948,Pessoa Coletiva,10000 a 50000
TROPIKBÚSSOLA - UNIPESSOAL LDA,510260063,Pessoa Coletiva,10000 a 50000
EXIGENTECÁLCULO - ENGENHARIA E CONSTRUÇÕES UNIPESSOAL LDA,510261000,Pessoa Coletiva,10000 a 50000
RIBALTESTRATÉGIA UNIPESSOAL LDA,510261108,Pessoa Coletiva,10000 a 50000
"LIFEBROKER'S, LDA",510261469,Pessoa Coletiva,10000 a 50000
"ANGLOGOLD - PRESTAÇÃO DE SERVIÇOS, LDA",510261590,Pessoa Coletiva,10000 a 50000
EPOPEIADINÂMICA - CONSTRUÇÃO CIVIL UNIPESSOAL LDA,510262554,Pessoa Coletiva,10000 a 50000
"ANDREIA SPA - ESTÉTICA, SAÚDE E BEM-ESTAR, LDA",510262953,Pessoa Coletiva,10000 a 50000
"NEXTMOTION, UNIPESSOAL LDA",510263798,Pessoa Coletiva,10000 a 50000
"NBS CURTUMES, LDA",510264018,Pessoa Coletiva,10000 a 50000
"VICENTE RAFAEL - SUPERMERCADOS, LDA",510265464,Pessoa Coletiva,10000 a 50000
"FILIPE CAMPOS, UNIPESSOAL LDA",510265804,Pessoa Coletiva,10000 a 50000
"CARLA SOFIA MONTEIRO, UNIPESSOAL LDA",510266207,Pessoa Coletiva,10000 a 50000
"SRHL - SOLUÇÕES DE RECURSOS HUMANOS, LDA",510266266,Pessoa Coletiva,10000 a 50000
"SANTOS & RESINA MARQUES, LDA",510266800,Pessoa Coletiva,10000 a 50000
TRIÂNGULOS & VÉRTICES - CONSTRUÇÕES UNIPESSOAL LDA,510267963,Pessoa Coletiva,10000 a 50000
CANTINHO DAS TENTAÇÕES-SOCIEDADE UNIPESSOAL LDA,510269052,Pessoa Coletiva,10000 a 50000
REBELDE PLATEIA LDA,510269770,Pessoa Coletiva,10000 a 50000
"NUNO MANUEL JACINTO DIMAS, UNIPESSOAL LDA",510270166,Pessoa Coletiva,10000 a 50000
"RUI VALDEMAR MONTEIRO, UNIPESSOAL LDA",510270581,Pessoa Coletiva,10000 a 50000
ÊXITOCARROSSEL - REPARAÇÕES AUTO UNIPESSOAL LDA,510272177,Pessoa Coletiva,10000 a 50000
SONHODOUTONO UNIPESSOAL LDA,510272975,Pessoa Coletiva,10000 a 50000
"PLANOCURVO, UNIPESSOAL, LDA",510273955,Pessoa Coletiva,10000 a 50000
LIDERAPLAUSO UNIPESSOAL LDA,510274366,Pessoa Coletiva,10000 a 50000
VOLUMES FAVORITOS - CONSTRUÇÃO CIVIL LDA,510275281,Pessoa Coletiva,10000 a 50000
"TÂNIA & RICARDO, LDA",510275567,Pessoa Coletiva,10000 a 50000
